0.004672763,0.003817742,0.003357712,-0.02750902
0.004582062,0.003972791,0.003334317,0.016595066
0.004220782,0.004271626,-0.000288136,-0.010409714
0.004406286,0.004100531,-0.000289581,-0.042054798
0.004101742,0.003879979,-0.003894629,0.033051818
0.003985536,0.003475216,-0.002694876,-0.023372024
0.003772849,0.003262088,0.00211716,0.014558306
0.003281855,0.003285061,-0.006304269,0.020193944
0.003294076,0.00311669,0.003322705,-0.007419015
0.003064507,0.003184583,-0.001490782,-0.0518016
0.003518765,0.003231868,0.002104189,-0.020287088
0.00318924,0.003483737,-0.000295325,0.006398632
0.002752135,0.00354328,-0.000296752,-0.002860137
0.00240529,0.003341893,0.00089301,0.013823571
0.002070156,0.003072761,0.00088734,-0.01408425
0.001461878,0.002720039,-0.001490782,-0.033010337
0.00108187,0.002733342,-0.001490782,0.010346036
0.003723114,0.002657906,-0.000303839,-0.020016475
0.002206806,0.002708574,0.003242954,0.018041554
0.003858089,0.002966098,-0.001490782,-0.017572519
0.00292964,0.002585444,0.002044873,0.040188534
0.002454403,0.002817539,0.002032416,0.039969438
0.002013628,0.002543097,-0.002663803,0.048147197
0.001898965,0.002594629,-0.001490782,0.021874021
0.00156528,0.002645915,0.000853885,0.019139997
0.00121043,0.00250644,-0.001490782,-0.001660675
0.00115379,0.00222347,0.0008484,0.040207078
0.000658375,0.00203364,-0.00032324,-0.037588458
0.001336063,0.00161761,-0.001490782,0.062240798
0.001381163,0.001966186,0.000840221,-0.020064787
0.000925932,0.001655764,0.003154987,0.031510669
0.00071949,0.001693676,-0.003810969,0.051027696
0.000381544,0.001905335,-0.001490782,-0.030520489
0.000200571,0.001527626,-0.009654092,-0.022653523
0.000395874,0.002069135,-0.001490782,-0.015820091
0.00249815,0.002810776,-0.001490782,0.010538209
0.00226361,0.002684678,-0.003835449,-0.075354282
0.002461646,0.002970892,0.000853885,0.034304693
0.002473529,0.003401126,0.002015943,0.036734456
0.001812124,0.00326887,-0.000324601,-0.001615948
0.001930895,0.003016871,-0.00032596,-0.017267804
0.001600161,0.003145566,-0.003821786,-0.049727054
0.001740889,0.003393145,0.00432657,0.026483906
0.002387852,0.003204726,-0.000331361,-0.050805424
0.002909928,0.003203551,0.001979436,0.022818687
0.003798346,0.003185713,0.003117521,0.040250828
0.003719944,0.002868112,0.000805431,-0.012440565
0.004115262,0.00278603,0.00194368,0.033914653
0.003661002,0.002660584,0.000792324,0.013017679
0.003435101,0.002414509,-0.001490782,0.015090149
0.002820095,0.002464896,0.000787124,-0.025211504
0.002885558,0.002894662,-0.003768687,-0.000816036
0.002582884,0.002468157,-0.000351181,-0.019107062
0.002528045,0.002311126,-0.002630383,0.041004351
0.00223738,0.00227035,0.001924134,0.008096086
0.002197184,0.001878944,-0.003766096,0.049621563
0.001826735,0.001933226,0.000784532,-0.009756953
0.001637469,0.001941678,-0.000355063,0.004930101
0.001626929,0.002256447,0.003039237,0.032156734
0.001456899,0.002379375,0.000766555,0.016769572
0.001050687,0.002549729,0.001885698,-0.04142008
0.001111191,0.002397193,-0.001490782,-0.025125288
0.001046812,0.002396255,-0.001490782,0.04058369
0.000892314,0.002247351,-0.001490782,0.026400871
0.000584125,0.002258459,-0.000367817,0.054894899
0.000459905,0.002041491,0.000751371,0.070377053
-9.54E-05,0.00147668,0.002978499,-0.016177205
-0.000336257,0.001303198,-0.001490782,0.029453724
-0.00022402,0.001645491,0.00073639,0.006823185
-0.000378826,0.001685102,0.000731441,-0.052177323
-0.000362852,0.001572004,-0.000381519,0.020508457
-7.46E-05,0.001787189,-0.001490782,0.064476304
-6.63E-05,0.001597267,-0.000382749,0.00740209
-0.000250729,0.001496979,0.000721608,0.065001129
-0.000185725,0.001301446,-0.001490782,-0.04068439
-3.96E-06,0.000922966,-0.00038642,0.061397353
-0.000182767,0.001066883,-0.001490782,-0.029793917
-4.77E-05,0.000793719,-0.001490782,-0.050740101
0.00045274,0.000634299,-0.002595145,0.026458997
0.000452537,0.000550833,-0.002596365,-0.001711899
