0.088997404,0.089475154,0.091586085,0.09345862,0.094261793,0.094392353,0.094500401,0.094969686,0.09585542,0.097008671,0.098212165,0.099270241,0.10005217,0.10050225,0.10062973
0.089434378,0.092475831,0.094380339,0.095961961,0.097023574,0.097721472,0.09837727,0.099210759,0.10026021,0.10142583,0.10254699,0.10346738,0.10407544,0.10432136,0.10421575
0.08897,0.091682075,0.0936703,0.095110603,0.095871679,0.096235086,0.096592355,0.09718798,0.098064363,0.099120051,0.10019199,0.10112058,0.10178846,0.10213647,0.10216261
0.086627232,0.088299656,0.090223744,0.092158547,0.093363988,0.093948521,0.094349991,0.094895054,0.095680863,0.096633738,0.097606749,0.098455076,0.099077262,0.099428565,0.099515987
0.079139071,0.080672121,0.082946962,0.084831712,0.086110821,0.087050031,0.087947117,0.088951287,0.090064564,0.091206042,0.092273755,0.093183848,0.093887664,0.094373374,0.094658826
0.07229253,0.073163223,0.075968068,0.078577479,0.080661066,0.082396493,0.083993795,0.085556577,0.087081664,0.088502736,0.089736754,0.090718786,0.091422061,0.091864078,0.092101289
0.072306783,0.073681561,0.075768229,0.077931507,0.079816605,0.081460641,0.083017067,0.084584535,0.086168415,0.087708208,0.08911913,0.090324842,0.091275855,0.091955466,0.092376969
0.06961952,0.070857027,0.073449626,0.07546907,0.076700215,0.077646123,0.078762391,0.080222235,0.081968896,0.083836804,0.085646976,0.087259402,0.088591913,0.089618411,0.090356512
0.071655561,0.074379284,0.076736703,0.078741564,0.080400665,0.081858357,0.083257557,0.084661019,0.086052341,0.087370889,0.088547698,0.08952951,0.090289716,0.090829232,0.09117123
0.075119967,0.077390642,0.079731035,0.081268147,0.082260296,0.083142021,0.084185187,0.085453682,0.08686576,0.088273769,0.089528207,0.090519486,0.091198982,0.091582336,0.091738658
0.076982849,0.081361422,0.08396556,0.085591687,0.086586365,0.087322329,0.08808698,0.089007878,0.090074873,0.091200974,0.092278457,0.093215198,0.093951776,0.094464669,0.094761083
0.071484902,0.076923709,0.080160747,0.082358998,0.084028521,0.085467346,0.086848558,0.088241596,0.089640568,0.090998063,0.092254126,0.093355765,0.094267163,0.09497275,0.095475594
0.064745871,0.070434522,0.075241255,0.078600947,0.080926695,0.082747973,0.084419045,0.086082659,0.087728696,0.089269684,0.090602864,0.09165163,0.092387238,0.092833618,0.09305895
0.055205215,0.060242354,0.066169042,0.07046335,0.073316308,0.075498336,0.077593829,0.079840641,0.08220464,0.084506767,0.086532859,0.088111025,0.089157481,0.089692581,0.089829372
0.052280149,0.053683521,0.058122538,0.062996115,0.066712146,0.069319759,0.07138954,0.073365965,0.075422574,0.077537493,0.079603359,0.081504997,0.083158504,0.084522968,0.0855967
0.04979027,0.052060195,0.058136368,0.062607672,0.064424069,0.065333203,0.066869898,0.06949712,0.072925198,0.076588203,0.079947037,0.082628129,0.084461167,0.085457668,0.085756341
0.071272117,0.070073056,0.071466165,0.073274457,0.074914562,0.076345353,0.077644637,0.078867297,0.080022146,0.081089697,0.082046207,0.082881043,0.083604394,0.084246499,0.084851104
0.057111896,0.059487909,0.062836053,0.066193334,0.069301964,0.072104238,0.074592719,0.076769105,0.078640457,0.080224897,0.081556078,0.082683216,0.083666831,0.084571739,0.085459121
