Date, ZC100YR, ZC300YR, ZC500YR, ZC700YR, ZC1000YR, ZC1200YR, ZC1400YR, ZC1500YR, 
6/1/2011,0.012119,0.018059475,0.022629238,0.026476492,0.030736194,0.032538214,0.033727631,0.034172127, 
7/4/2011,0.012431977,0.018631441,0.023397382,0.027500398,0.031678572,0.03331547,0.034472048,0.034952085, 
8/2/2011,0.010890944,0.014524253,0.018554646,0.022720686,0.027179342,0.028948339,0.030238021,0.030793656, 
9/1/2011,0.009390773,0.011905269,0.016000364,0.020166665,0.024991642,0.027186876,0.028820778,0.029496841, 
10/3/2011,0.007937113,0.009907832,0.01341769,0.017205605,0.021729019,0.023822327,0.025404853,0.026069022, 
11/1/2011,0.008409754,0.011075082,0.014480895,0.018289378,0.022669687,0.024582477,0.026142085,0.026852179, 
12/1/2011,0.00882823,0.010842179,0.014545355,0.018257383,0.022454274,0.024361856,0.025811452,0.026420684, 
1/3/2012,0.009554107,0.010799244,0.013725107,0.017097548,0.021185935,0.023068058,0.02447869,0.025066356, 
2/1/2012,0.009600158,0.010703646,0.013264812,0.016371211,0.020339119,0.022278062,0.023803089,0.024457098, 
3/1/2012,0.010338493,0.012246238,0.014643949,0.017492177,0.021314524,0.023256408,0.024781534,0.025422868, 
4/2/2012,0.01053825,0.013648825,0.016141374,0.019074468,0.022483426,0.023945003,0.025165274,0.025739121, 
5/1/2012,0.012380638,0.014446481,0.016393057,0.018569834,0.02160395,0.023285147,0.024709894,0.025336187, 
6/1/2012,0.008624177,0.009438672,0.011270106,0.013546723,0.016761234,0.018595563,0.020213393,0.020946194, 
7/3/2012,0.009795897,0.011354603,0.013123451,0.015007587,0.017814389,0.019606151,0.021278924,0.022046791, 
8/1/2012,0.010484199,0.011845424,0.013470649,0.015162376,0.017639081,0.019285205,0.020894432,0.021647727, 
9/4/2012,0.010986834,0.011847761,0.013325278,0.015158463,0.017970219,0.019744622,0.021367991,0.022094113, 
10/1/2012,0.010365047,0.011360168,0.012977747,0.014835134,0.017803561,0.019703583,0.021388651,0.022117834, 
11/1/2012,0.010335253,0.011791204,0.013611422,0.015594292,0.018603197,0.020463493,0.022128307,0.022861713, 
12/3/2012,0.010328146,0.011510928,0.013162264,0.015009914,0.01777982,0.019553845,0.021218135,0.021974874, 
1/2/2013,0.010929391,0.012788519,0.014726098,0.016721838,0.019468489,0.021080768,0.022524545,0.023177424, 
2/1/2013,0.010954934,0.013416277,0.015970578,0.018331997,0.021377151,0.023130987,0.024685426,0.02537849, 
3/1/2013,0.009438061,0.01077225,0.013287178,0.015766001,0.019104226,0.021120857,0.022940222,0.023750346, 
4/1/2013,0.009939333,0.010971558,0.01316837,0.015283863,0.01848712,0.020667284,0.022704096,0.023607983, 
5/1/2013,0.00969831,0.010271262,0.011957243,0.013816668,0.016865075,0.018934622,0.02088927,0.021776476, 
6/3/2013,0.010385297,0.01225185,0.015192318,0.017716122,0.020780543,0.022579076,0.02420499,0.024929299, 
7/2/2013,0.011017329,0.014073412,0.018212581,0.021409759,0.024580626,0.026111483,0.027385159,0.027934268, 
8/1/2013,0.011041689,0.014160381,0.01901055,0.022720358,0.026000389,0.0275579,0.028941885,0.02956347, 
9/3/2013,0.010980428,0.015018088,0.020207499,0.02394582,0.02739685,0.02900912,0.030346585,0.030921828, 
10/1/2013,0.010383617,0.014297683,0.019052919,0.022601794,0.02621911,0.02804101,0.029545308,0.030174811, 
11/1/2013,0.009931363,0.013230626,0.018012287,0.021855005,0.025833739,0.027746346,0.029258118,0.02987662, 
12/2/2013,0.009806861,0.012969385,0.018141192,0.0225541,0.027072674,0.029044457,0.03047201,0.031030363, 
1/2/2014,0.009779602,0.013684422,0.019670183,0.024169818,0.028350418,0.030088791,0.031303179,0.031757453, 
2/3/2014,0.00913858,0.011196247,0.01558143,0.019572456,0.023987087,0.025960081,0.027326765,0.02783487, 
3/3/2014,0.009455319,0.011667083,0.015782926,0.019626679,0.024061733,0.026182937,0.027733603,0.028322455, 
4/1/2014,0.009712183,0.012731198,0.017254344,0.021092259,0.02527197,0.027279956,0.028808405,0.029411978, 
5/1/2014,0.009822731,0.012158144,0.016408655,0.019990572,0.023913288,0.025881353,0.027442018,0.028073805, 
6/2/2014,0.009768677,0.012115829,0.01588525,0.019243598,0.023135742,0.025071466,0.026560433,0.027155285, 
7/2/2014,0.010034535,0.012924444,0.016446551,0.019675272,0.023693069,0.025673779,0.027111858,0.027658332, 
8/1/2014,0.010015218,0.011915969,0.015095687,0.018056664,0.021686636,0.023542849,0.024978567,0.025554236, 
9/2/2014,0.010141817,0.012599227,0.015461378,0.0180716,0.021426034,0.023185211,0.024559905,0.025119218, 
10/1/2014,0.009851723,0.012540865,0.015428064,0.018064981,0.021415611,0.023091228,0.024353481,0.024859302, 
11/3/2014,0.009446426,0.011803902,0.015259601,0.017968735,0.021174371,0.022892393,0.024265358,0.024822251, 
12/1/2014,0.0098846,0.0109882,0.0139561,0.016463,0.0196994,0.0214941,0.022909,0.0234707, 
1/2/2015,0.0100483,0.0108806,0.0132739,0.0154036,0.0183237,0.0200587,0.0214875,0.0220643, 
2/2/2015,0.0047487,0.0041686,0.0062771,0.0087186,0.0123455,0.0144794,0.0162037,0.0168931, 
3/2/2015,0.0056053,0.0050555,0.0075483,0.0102788,0.0140698,0.016256,0.0180418,0.0187644, 
4/1/2015,0.0058284,0.004938,0.0071134,0.0097963,0.0137116,0.0159268,0.0176853,0.0183856, 
5/1/2015,0.0071569,0.0075526,0.0105439,0.013562,0.0172856,0.0192457,0.020809,0.0214461, 
6/1/2015,0.0065929,0.0059701,0.0094106,0.0130055,0.0171323,0.0191458,0.0207166,0.0213573, 
7/2/2015,0.0057666,0.0049463,0.0091049,0.013572,0.0185065,0.0207044,0.0223011,0.022929, 
8/4/2015,0.0039528,0.0040004,0.0071577,0.010795,0.0154217,0.017788,0.0195962,0.020303, 
9/1/2015,0.0041652,0.0046301,0.0073855,0.0107831,0.015514,0.0181082,0.0201641,0.0209831, 
10/1/2015,0.0049865,0.0057054,0.0083461,0.0113237,0.015483,0.0179193,0.0199888,0.0208588, 
11/2/2015,0.0051461,0.0064372,0.0094439,0.0127754,0.0172349,0.0196996,0.0216991,0.0225117, 
12/1/2015,0.0055366,0.0065947,0.0092287,0.0121722,0.0162933,0.0186686,0.0206341,0.0214389, 
1/4/2016,0.004957,0.0051657,0.0080171,0.0111676,0.0154639,0.0179171,0.019934,0.0207497, 
2/1/2016,0.0044996,0.0043881,0.0066554,0.0095429,0.0138862,0.0164909,0.0186747,0.0195707, 
3/1/2016,0.005135,0.005403,0.0073252,0.0098757,0.0138986,0.0163924,0.0185199,0.0194026, 
4/1/2016,0.0055912,0.0056116,0.0074316,0.0099754,0.0140476,0.0165321,0.0186067,0.019452, 
5/2/2016,0.0063412,0.0071234,0.0092234,0.0119674,0.0160914,0.0184365,0.0202781,0.02099, 
6/1/2016,0.0059513,0.0061413,0.007558,0.00976,0.0137308,0.0162287,0.0182513,0.0190384, 
